client_id,profit_in_last_90_days_rate
1486,0.5293265749456916
5729,0.5189738107963656
7154,0.5288944723618091
7212,0.4943109987357775
7619,0.4915254237288136
9863,0.5192307692307693
10571,0.5310668229777257
12167,0.5143011332973556
12174,0.5295262816353018
13704,0.4915869749425009
14594,0.5318899941486249
16688,0.5034756703078451
16970,0.5317725752508361
18395,0.5318352059925093
19035,0.5192307692307693
20304,0.5189003436426117
21845,0.5145631067961165
22552,0.5288574793875147
23560,0.5189738107963656
24920,0.5101041028781383
25193,0.5306738183037211
25803,0.5318352059925093
28474,0.5165189363416599
28946,0.5145631067961165
29038,0.5189416716776909
31529,0.5285983658076682
34514,0.5189738107963656
34809,0.5286195286195287
35396,0.5189416716776909
36502,0.5190205509400962
38024,0.5306738183037211
38026,0.5166487647690655
38696,0.5034140285536933
39234,0.5288944723618091
40564,0.5318899941486249
40674,0.5189738107963656
41073,0.5283018867924528
42730,0.5317377731529657
42790,0.53198127925117
42823,0.5188452285485164
45861,0.5305164319248826
45938,0.5271867612293144
46054,0.53198127925117
46313,0.53198127925117
46459,0.5124329595319357
46499,0.5121951219512195
46800,0.5145631067961165
48192,0.5101041028781383
48766,0.5100222717149221
48835,0.5187680461982676
49589,0.5189003436426117
50120,0.5101041028781383
50270,0.5189416716776909
50711,0.5317377731529657
52592,0.5284729778745013
53254,0.4865211810012837
53717,0.53198127925117
53750,0.5078740157480315
55189,0.5318689232985235
55402,0.5189416716776909
55848,0.5145631067961165
56330,0.5305164319248826
57558,0.5124329595319357
57674,0.5318542641970283
58070,0.5056846267918932
58815,0.5288147879666546
58873,0.5189003436426117
59104,0.5297805642633229
59803,0.5189416716776909
60227,0.5188452285485164
60920,0.5190205509400962
61276,0.5188749074759438
61642,0.5101241018941868
62278,0.5294117647058824
64153,0.5290423861852434
64170,0.5145631067961165
64651,0.5281306715063521
64772,0.5294117647058824
64910,0.5145631067961165
65015,0.5280995280995281
65103,0.5317725752508361
67196,0.5260663507109005
67864,0.5300337788221472
68237,0.53198127925117
69082,0.5079950799507995
69516,0.5014955134596212
70143,0.5299647473560517
70598,0.5286195286195287
70979,0.5289684408855393
72634,0.5318899941486249
72867,0.5289367429340511
73153,0.5305164319248826
75661,0.4986326344576117
76018,0.5260663507109005
76960,0.5189738107963656
77266,0.5306082534715432
77693,0.5283018867924528
77805,0.5275590551181102
78185,0.5078740157480315
78842,0.5034756703078451
79754,0.494949494949495
79849,0.5124329595319357
81445,0.5188452285485164
81787,0.5166747220879652
82125,0.5166163141993958
82543,0.5317377731529657
82664,0.5189416716776909
83261,0.5318352059925093
83455,0.5124113475177305
84400,0.5288574793875147
84687,0.5189003436426117
85430,0.518999518999519
85640,0.5190205509400962
86173,0.5296523517382413
87076,0.5121951219512195
87415,0.5188452285485164
87778,0.4845360824742268
89419,0.5288944723618091
89683,0.5100222717149221
90220,0.5303867403314917
90297,0.518999518999519
90742,0.5189223861449648
91136,0.5099754987749388
91543,0.5056031641397495
91760,0.5121951219512195
92002,0.5189738107963656
92148,0.5271867612293144
92208,0.5033112582781457
92528,0.5279838165879973
92810,0.5033112582781457
92980,0.5189738107963656
93439,0.5296331138287864
93849,0.532437171244886
93966,0.5267564615944667
94536,0.5166959578207382
94538,0.5286195286195287
95251,0.5317725752508361
95702,0.5098039215686274
96791,0.5189223861449648
97620,0.5296331138287864
97681,0.518999518999519
97972,0.49888641425389757
98067,0.5100222717149221
99060,0.5189223861449648
100118,0.5121951219512195
100703,0.5302223614155966
101082,0.5125348189415042
101347,0.5100222717149221
101563,0.5192307692307693
102088,0.5284409077512526
102568,0.5167136528393073
102594,0.5319148936170213
102901,0.49748743718592964
103071,0.518999518999519
103074,0.5190205509400962
103783,0.5305164319248826
104264,0.5190205509400962
104422,0.5267072346179851
104591,0.5166163141993958
104928,0.49874686716791977
106635,0.5303468208092486
107373,0.5145631067961165
107861,0.5189003436426117
107962,0.5310668229777257
108081,0.5192307692307693
108543,0.5166747220879652
109426,0.5009357454772302
109461,0.518999518999519
109502,0.5100707675557975
109858,0.5033112582781457
109975,0.5192307692307693
110923,0.5288574793875147
111487,0.5192307692307693
111907,0.5011086474501109
112056,0.5277449822904369
112134,0.518999518999519
112358,0.49748743718592964
112459,0.5009357454772302
112731,0.5305164319248826
112783,0.5318352059925093
113431,0.5189738107963656
113736,0.5121951219512195
